input_kelas,kelas,hari,mata_kuliah,waktu,ruang,dosen,berlaku_mulai
2ka09,2KA09,Rabu,Matematika Sistem Informasi 2,5/6,G445,SELI SITI SHOLIHAT,07 Jul 2025
2ka09,2KA09,Kamis,Manajemen & SIM 2 *,3/4,E323,TRINI SAPTARIANI/ANISA LORA,07 Jul 2025
2ka09,2KA09,Kamis,Pengantar Akuntansi Keuangan,5/6/7,E323,BUDI SANTOSO2,07 Jul 2025
2ka09,2KA09,Jum'at,Statistika **,2/3/4,F8443,MAGHFIROH YENNY,07 Jul 2025
2ka09,2KA09,Jum'at,Sistem Operasi **,7/8/9,F8453,IHSAN JATNIKA,07 Jul 2025
2ka10,2KA10,Rabu,Statistika **,1/2/3,D665,ARIS BUDI SETYAWAN,07 Jul 2025
2ka10,2KA10,Rabu,Sistem Basis Data 2 */**,4/5/6,D665,YULIA CHALRI,07 Jul 2025
2ka10,2KA10,Kamis,Matematika Sistem Informasi 2,1/2,D644,ERNI RIHYANTI,07 Jul 2025
2ka10,2KA10,Kamis,Pemrograman Berorientasi Objek,3/4/5,D644,META MEYSAWATI,07 Jul 2025
2ka10,2KA10,Kamis,Sistem Operasi **,8/9/10,D626,DARMASTUTI,07 Jul 2025
2ka10,2KA10,Jum'at,Pengantar Akuntansi Keuangan,2/3/4,D647,RIYANTI,07 Jul 2025
2ka10,2KA10,Jum'at,Matematika Lanjut 2 **,7/8,D647,SITA DEWI,07 Jul 2025
2ka10,2KA10,Jum'at,Manajemen & SIM 2 *,9/10,D647,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka11,2KA11,Selasa,Sistem Basis Data 2 */**,1/2/3,G123,YULIA CHALRI,07 Jul 2025
2ka11,2KA11,Selasa,Statistika **,4/5/6,G123,MURNI,07 Jul 2025
2ka11,2KA11,Selasa,Matematika Lanjut 2 **,8/9,G123,JULLYSAVA C AZIZ,07 Jul 2025
2ka11,2KA11,Kamis,Sistem Operasi **,5/6/7,E238,TOPAN SUKMA SAPUTRA,07 Jul 2025
2ka11,2KA11,Kamis,Pemrograman Berorientasi Objek,8/9/10,E238,ABDUL HAFIDH SIDIQ,07 Jul 2025
2ka11,2KA11,Jum'at,Manajemen & SIM 2 *,1/2,E413,CUT ASIANA GEMAWATY,07 Jul 2025
2ka11,2KA11,Jum'at,Matematika Sistem Informasi 2,3/4,E413,YULI FITRIYANI,07 Jul 2025
2ka11,2KA11,Jum'at,Pengantar Akuntansi Keuangan,7/8/9,E422,WINDY ATMAWARDANI RACHMAN,07 Jul 2025
2ka12,2KA12,Selasa,Sistem Basis Data 2 */**,1/2/3,E134,MURNIYATI,07 Jul 2025
2ka12,2KA12,Selasa,Sistem Operasi **,5/6/7,E134,NURASIAH,07 Jul 2025
2ka12,2KA12,Selasa,Statistika **,8/9/10,E134,MURNI,07 Jul 2025
2ka12,2KA12,Rabu,Matematika Sistem Informasi 2,3/4,D633,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka12,2KA12,Rabu,Pemrograman Berorientasi Objek,5/6/7,D633,ALFIE SYAHRI,07 Jul 2025
2ka12,2KA12,Jum'at,Pengantar Akuntansi Keuangan,2/3/4,F8463,WINDY ATMAWARDANI RACHMAN,07 Jul 2025
2ka12,2KA12,Jum'at,Manajemen & SIM 2 *,7/8,F8463,CUT ASIANA GEMAWATY,07 Jul 2025
2ka12,2KA12,Jum'at,Matematika Lanjut 2 **,9/10,F8463,NOLA MARINA,07 Jul 2025
2ka13,2KA13,Senin,Sistem Operasi **,1/2/3,G244,ABDUS SYAKUR,07 Jul 2025
2ka13,2KA13,Senin,Pemrograman Berorientasi Objek,4/5/6,G244,IDA ASTUTI,07 Jul 2025
2ka13,2KA13,Rabu,Sistem Basis Data 2 */**,1/2/3,D624,YULIA CHALRI,07 Jul 2025
2ka13,2KA13,Rabu,Matematika Lanjut 2 **,5/6,D647,NOLA MARINA,07 Jul 2025
2ka13,2KA13,Rabu,Matematika Sistem Informasi 2,8/9,D642,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka13,2KA13,Sabtu,Manajemen & SIM 2 *,2/3,E318,RESTU SAPUTRO,07 Jul 2025
2ka13,2KA13,Sabtu,Statistika **,5/6/7,E131,RATU NURMALIKA,07 Jul 2025
2ka13,2KA13,Sabtu,Pengantar Akuntansi Keuangan,8/9/10,E131,DEBONER HILLERY HASIHOLAN,07 Jul 2025
2ka14,2KA14,Selasa,Sistem Basis Data 2 */**,1/2/3,E222,YULI KARYANTI,07 Jul 2025
2ka14,2KA14,Selasa,Pemrograman Berorientasi Objek,5/6/7,E347,WITTA LISTIYA NINGRUM,07 Jul 2025
2ka14,2KA14,Selasa,Sistem Operasi **,8/9/10,E347,TOPAN SUKMA SAPUTRA,07 Jul 2025
2ka14,2KA14,Rabu,Matematika Sistem Informasi 2,1/2,D611,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka14,2KA14,Rabu,Manajemen & SIM 2 *,3/4,D611,TRINI SAPTARIANI/RATRI PURWANINGTYAS,07 Jul 2025
2ka14,2KA14,Rabu,Statistika **,6/7/8,D611,SRI INDAH SETIYANINGSIH,07 Jul 2025
2ka14,2KA14,Rabu,Matematika Lanjut 2 **,9/10,D611,SITA DEWI,07 Jul 2025
2ka14,2KA14,Kamis,Pengantar Akuntansi Keuangan,5/6/7,E327,ERNA KUSTYARINI,07 Jul 2025
2ka15,2KA15,Selasa,Sistem Basis Data 2 */**,1/2/3,E338,SAHNI DAMERIANTA P,07 Jul 2025
2ka15,2KA15,Selasa,Sistem Operasi **,4/5/6,E338,TOPAN SUKMA SAPUTRA,07 Jul 2025
2ka15,2KA15,Selasa,Matematika Sistem Informasi 2,8/9,E534,MUHAMMAD IMRON HADISANTOSA,07 Jul 2025
2ka15,2KA15,Rabu,Statistika **,1/2/3,E514,PENI SAWITRI,07 Jul 2025
2ka15,2KA15,Rabu,Matematika Lanjut 2 **,5/6,E227,SUSI INDRATI,07 Jul 2025
2ka15,2KA15,Rabu,Pemrograman Berorientasi Objek,7/8/9,E449,FAUZIAH SUPARDI,07 Jul 2025
2ka15,2KA15,Kamis,Manajemen & SIM 2 *,1/2,D652,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka15,2KA15,Kamis,Pengantar Akuntansi Keuangan,3/4/5,D652,DESI PUJIATI,07 Jul 2025
2ka16,2KA16,Selasa,Matematika Lanjut 2 **,4/5,E447,DESTI RIMINARSIH,07 Jul 2025
2ka16,2KA16,Selasa,Matematika Sistem Informasi 2,6/7,E447,NURWENDO HARICAHYADI,07 Jul 2025
2ka16,2KA16,Selasa,Sistem Basis Data 2 */**,8/9/10,E447,SAHNI DAMERIANTA P,07 Jul 2025
2ka16,2KA16,Kamis,Pengantar Akuntansi Keuangan,1/2/3,D655,NOVA ANGGRAINIE,07 Jul 2025
2ka16,2KA16,Kamis,Manajemen & SIM 2 *,4/5,D655,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka16,2KA16,Kamis,Pemrograman Berorientasi Objek,8/9/10,D654,META MEYSAWATI,07 Jul 2025
2ka16,2KA16,Jum'at,Statistika **,2/3/4,E122,EDI MINAJI PRIBADI,07 Jul 2025
2ka16,2KA16,Jum'at,Sistem Operasi **,7/8/9,E122,LINTANG YUNIAR BANOWOSARI,07 Jul 2025
2ka17,2KA17,Rabu,Sistem Basis Data 2 */**,1/2/3,E221,SUHARNI,07 Jul 2025
2ka17,2KA17,Rabu,Statistika **,5/6/7,E527,PENI SAWITRI,07 Jul 2025
2ka17,2KA17,Rabu,Matematika Lanjut 2 **,8/9,E324,SUSI INDRATI,07 Jul 2025
2ka17,2KA17,Kamis,Pengantar Akuntansi Keuangan,1/2/3,E326,ERNA KUSTYARINI,07 Jul 2025
2ka17,2KA17,Kamis,Pemrograman Berorientasi Objek,4/5/6,E326,ABDUL HAFIDH SIDIQ,07 Jul 2025
2ka17,2KA17,Kamis,Matematika Sistem Informasi 2,8/9,E227,ERNI RIHYANTI,07 Jul 2025
2ka17,2KA17,Jum'at,Manajemen & SIM 2 *,3/4,E217,CAHYAWATI DIAH KUSUMARINI,07 Jul 2025
2ka17,2KA17,Jum'at,Sistem Operasi **,7/8/9,E218,NOVRINA,07 Jul 2025
2ka18,2KA18,Senin,Pemrograman Berorientasi Objek,1/2/3,E413,AGUNG SLAMET RIYADI,07 Jul 2025
2ka18,2KA18,Senin,Sistem Operasi **,5/6/7,E332,IHSAN JATNIKA,07 Jul 2025
2ka18,2KA18,Selasa,Sistem Basis Data 2 */**,1/2/3,E446,BABY LOLITA BASYAH,07 Jul 2025
2ka18,2KA18,Selasa,Matematika Sistem Informasi 2,5/6,E224,MUHAMMAD IMRON HADISANTOSA,07 Jul 2025
2ka18,2KA18,Selasa,Pengantar Akuntansi Keuangan,7/8/9,E123,ERNA KUSTYARINI,07 Jul 2025
2ka18,2KA18,Kamis,Manajemen & SIM 2 *,1/2,E322,TRINI SAPTARIANI/ANISA LORA,07 Jul 2025
2ka18,2KA18,Kamis,Matematika Lanjut 2 **,3/4,E322,SUSI INDRATI,07 Jul 2025
2ka18,2KA18,Kamis,Statistika **,5/6/7,E322,RISKAYANTO,07 Jul 2025
2ka19,2KA19,Selasa,Matematika Sistem Informasi 2,3/4,E224,IRA DIANA SOLIHATI,07 Jul 2025
2ka19,2KA19,Selasa,Matematika Lanjut 2 **,6/7,E435,DESTI RIMINARSIH,07 Jul 2025
2ka19,2KA19,Selasa,Statistika **,8/9/10,E435,EVAN PURNAMA RAMDAN,07 Jul 2025
2ka19,2KA19,Rabu,Pengantar Akuntansi Keuangan,2/3/4,E139,NOOR MUHAMMAD ADIPATI,07 Jul 2025
2ka19,2KA19,Rabu,Sistem Basis Data 2 */**,5/6/7,E139,BABY LOLITA B,07 Jul 2025
2ka19,2KA19,Kamis,Sistem Operasi **,1/2/3,E517,NOVRINA,07 Jul 2025
2ka19,2KA19,Kamis,Pemrograman Berorientasi Objek,5/6/7,E221,EMY HARYATMI,07 Jul 2025
2ka19,2KA19,Kamis,Manajemen & SIM 2 *,8/9,E221,TRINI SAPTARIANI/EKA FITRI RAHAYU,07 Jul 2025
2ka20,2KA20,Senin,Pemrograman Berorientasi Objek,7/8/9,E333,AGUNG SLAMET RIYADI,07 Jul 2025
2ka20,2KA20,Selasa,Matematika Sistem Informasi 2,1/2,E218,IRA DIANA SOLIHATI,07 Jul 2025
2ka20,2KA20,Selasa,Manajemen & SIM 2 *,3/4,E218,MOHAMAD FUAD,07 Jul 2025
2ka20,2KA20,Selasa,Sistem Basis Data 2 */**,5/6/7,E534,BABY LOLITA BASYAH,07 Jul 2025
2ka20,2KA20,Selasa,Matematika Lanjut 2 **,9/10,E218,DESTI RIMINARSIH,07 Jul 2025
2ka20,2KA20,Kamis,Statistika **,1/2/3,E513,RATU NURMALIKA,07 Jul 2025
2ka20,2KA20,Kamis,Sistem Operasi **,4/5/6,E513,NOVRINA,07 Jul 2025
2ka20,2KA20,Kamis,Pengantar Akuntansi Keuangan,8/9/10,E323,ERNA KUSTYARINI,07 Jul 2025
2ka21,2KA21,Selasa,Matematika Lanjut 2 **,1/2,A701,AHMAD SABRI,07 Jul 2025
2ka21,2KA21,Selasa,Sistem Basis Data 2 */**,4/5/6,A701,LELY PRANANINGRUM,07 Jul 2025
2ka21,2KA21,Selasa,Manajemen & SIM 2 *,9/10,A701,IMAM PURWANTO,07 Jul 2025
2ka21,2KA21,Kamis,Statistika **,1/2/3,A802,SUZANNA LAMRIA SIREGAR,07 Jul 2025
2ka21,2KA21,Kamis,Matematika Sistem Informasi 2,5/6,A202,NUR SETIAWATI,07 Jul 2025
2ka21,2KA21,Kamis,Sistem Operasi **,7/8/9,A202,YOGI PERMADI,07 Jul 2025
2ka21,2KA21,Jum'at,Pengantar Akuntansi Keuangan,2/3/4,A802,BUDI SANTOSO2,07 Jul 2025
2ka21,2KA21,Jum'at,Pemrograman Berorientasi Objek,7/8/9,A802,FAHMI FATHULAH,07 Jul 2025
2ka22,2KA22,Selasa,Sistem Basis Data 2 */**,1/2/3,A602,LELY PRANANINGRUM,07 Jul 2025
2ka22,2KA22,Selasa,Matematika Lanjut 2 **,4/5,A602,AHMAD SABRI,07 Jul 2025
2ka22,2KA22,Selasa,Manajemen & SIM 2 *,7/8,A602,IMAM PURWANTO,07 Jul 2025
2ka22,2KA22,Kamis,Matematika Sistem Informasi 2,1/2,A801,NUR SETIAWATI,07 Jul 2025
2ka22,2KA22,Kamis,Sistem Operasi **,4/5/6,A802,YOGI PERMADI,07 Jul 2025
2ka22,2KA22,Kamis,Statistika **,8/9/10,A103,SUZANNA LAMRIA SIREGAR,07 Jul 2025
2ka22,2KA22,Jum'at,Pemrograman Berorientasi Objek,2/3/4,A602,SYALIS IBNIH MELATI ISTINI,07 Jul 2025
2ka22,2KA22,Jum'at,Pengantar Akuntansi Keuangan,7/8/9,A202,NOOR MUHAMMAD ADIPATI,07 Jul 2025
2ka23,2KA23,Selasa,Manajemen & SIM 2 *,3/4,A101,IMAM PURWANTO,07 Jul 2025
2ka23,2KA23,Selasa,Matematika Lanjut 2 **,6/7,A101,AHMAD SABRI,07 Jul 2025
2ka23,2KA23,Selasa,Sistem Basis Data 2 */**,8/9/10,A101,LELY PRANANINGRUM,07 Jul 2025
2ka23,2KA23,Kamis,Sistem Operasi **,1/2/3,A602,AMRIN FAKHRUDDIN JAUHARI,07 Jul 2025
2ka23,2KA23,Kamis,Statistika **,4/5/6,A602,SUZANNA LAMRIA SIREGAR,07 Jul 2025
2ka23,2KA23,Kamis,Matematika Sistem Informasi 2,8/9,A802,NUR SETIAWATI,07 Jul 2025
2ka23,2KA23,Jum'at,Pemrograman Berorientasi Objek,2/3/4,A701,FAHMI FATHULAH,07 Jul 2025
2ka23,2KA23,Jum'at,Pengantar Akuntansi Keuangan,7/8/9,A701,BUDI SANTOSO2,07 Jul 2025
2ka24,2KA24,Senin,Sistem Basis Data 2 */**,11/12/13,D637,MOH. YUNUS,07 Jul 2025
2ka24,2KA24,Selasa,Sistem Operasi **,12/13/14,D634,EVANS WINANDA WIRGA,07 Jul 2025
2ka24,2KA24,Rabu,Matematika Sistem Informasi 2,11/12,D633,ARIS GUNARYATI,07 Jul 2025
2ka24,2KA24,Rabu,Matematika Lanjut 2 **,13/14,D633,ARIS GUNARYATI,07 Jul 2025
2ka24,2KA24,Kamis,Pengantar Akuntansi Keuangan,11/12/13,D634,ARI KHARISMA,07 Jul 2025
2ka24,2KA24,Sabtu,Manajemen & SIM 2 *,1/2,E338,MOHAMAD FUAD,07 Jul 2025
2ka24,2KA24,Sabtu,Pemrograman Berorientasi Objek,4/5/6,E327,DIOKTA REDHO LASTIN,07 Jul 2025
2ka24,2KA24,Sabtu,Statistika **,7/8/9,E327,UPPIT YULIANI,07 Jul 2025
2ka25,2KA25,Selasa,Matematika Sistem Informasi 2,1/2,J1512,HERIK SUGERU,07 Jul 2025
2ka25,2KA25,Selasa,Manajemen & SIM 2 *,3/4,J1512,YUTI DEWITA ARIMBI,07 Jul 2025
2ka25,2KA25,Selasa,Matematika Lanjut 2 **,6/7,J1512,DEWI PUTRIE LESTARI,07 Jul 2025
2ka25,2KA25,Selasa,Statistika **,8/9/10,J1512,PRISKA RESTU UTAMI,07 Jul 2025
2ka25,2KA25,Kamis,Sistem Basis Data 2 */**,5/6/7,J61002,METTY MUSTIKASARI,07 Jul 2025
2ka25,2KA25,Sabtu,Pemrograman Berorientasi Objek,1/2/3,J1316B,WISNU SUKMA MAULANA,07 Jul 2025
2ka25,2KA25,Sabtu,Pengantar Akuntansi Keuangan,5/6/7,J1316B,NURUL KHOTIMAH,07 Jul 2025
2ka25,2KA25,Sabtu,Sistem Operasi **,8/9/10,J1316B,WAHAB SUKORAHARJO,07 Jul 2025
2ka26,2KA26,Rabu,Statistika **,2/3/4,J1510,RISNAWATI,07 Jul 2025
2ka26,2KA26,Rabu,Matematika Sistem Informasi 2,6/7,J1510,INTI MULYO ARTI,07 Jul 2025
2ka26,2KA26,Rabu,Matematika Lanjut 2 **,8/9,J1510,RIFKI KOSASIH,07 Jul 2025
2ka26,2KA26,Kamis,Sistem Basis Data 2 */**,1/2/3,J61003,LELY PRANANINGRUM,07 Jul 2025
2ka26,2KA26,Kamis,Sistem Operasi **,4/5/6,J61003,SUTRESNA WATI,07 Jul 2025
2ka26,2KA26,Kamis,Pemrograman Berorientasi Objek,8/9/10,J61002,DESSY TRI ANGGRAENI,07 Jul 2025
2ka26,2KA26,Sabtu,Pengantar Akuntansi Keuangan,1/2/3,J139,NURUL KHOTIMAH,07 Jul 2025
2ka26,2KA26,Sabtu,Manajemen & SIM 2 *,6/7,J139,EMELLIKA RAHMAYANA,07 Jul 2025
2ka27,2KA27,Selasa,Matematika Lanjut 2 **,3/4,J1212,DEWI PUTRIE LESTARI,07 Jul 2025
2ka27,2KA27,Selasa,Sistem Basis Data 2 */**,5/6/7,J1212,RINA NOVIANA,07 Jul 2025
2ka27,2KA27,Selasa,Matematika Sistem Informasi 2,8/9,J1212,HERIK SUGERU,07 Jul 2025
2ka27,2KA27,Jum'at,Pemrograman Berorientasi Objek,2/3/4,J118,DEWI ANDRYANI,07 Jul 2025
2ka27,2KA27,Jum'at,Statistika **,7/8/9,J118,ACHMAD YOZAR PERKASA,07 Jul 2025
2ka27,2KA27,Sabtu,Sistem Operasi **,1/2/3,J1315B,ANNEKE ANNASSIA PUTRI SISWADI,07 Jul 2025
2ka27,2KA27,Sabtu,Pengantar Akuntansi Keuangan,4/5/6,J1315B,HIRAS FERDY MAROLOP SINAGA,07 Jul 2025
2ka27,2KA27,Sabtu,Manajemen & SIM 2 *,8/9,J1315B,EMELLIKA RAHMAYANA,07 Jul 2025
2ka28,2KA28,Senin,Statistika **,1/2/3,J155,ANITA WASUTININGSIH,07 Jul 2025
2ka28,2KA28,Senin,Pengantar Akuntansi Keuangan,4/5/6,J155,BUDI SUBEKHI,07 Jul 2025
2ka28,2KA28,Selasa,Matematika Lanjut 2 **,1/2,J1317,DEWI PUTRIE LESTARI,07 Jul 2025
2ka28,2KA28,Selasa,Matematika Sistem Informasi 2,3/4,J1317,HERIK SUGERU,07 Jul 2025
2ka28,2KA28,Selasa,Manajemen & SIM 2 *,6/7,J1211,YUTI DEWITA ARIMBI,07 Jul 2025
2ka28,2KA28,Kamis,Sistem Operasi **,1/2/3,J61004,SUTRESNA WATI,07 Jul 2025
2ka28,2KA28,Kamis,Pemrograman Berorientasi Objek,4/5/6,J61004,FAHMI FATHULAH,07 Jul 2025
2ka28,2KA28,Kamis,Sistem Basis Data 2 */**,8/9/10,J61004,METTY MUSTIKASARI,07 Jul 2025
2ka29,2KA29,Senin,Pengantar Akuntansi Keuangan,1/2/3,J1115B,BUDI SUBEKHI,07 Jul 2025
2ka29,2KA29,Senin,Sistem Operasi **,4/5/6,J1115B,SUTRESNA WATI,07 Jul 2025
2ka29,2KA29,Selasa,Statistika **,5/6/7,J158,PRISKA RESTU UTAMI,07 Jul 2025
2ka29,2KA29,Selasa,Manajemen & SIM 2 *,8/9,J158,YUTI DEWITA ARIMBI,07 Jul 2025
2ka29,2KA29,Rabu,Matematika Sistem Informasi 2,4/5,J1515A,SIGIT MUHAMAD YAKUB,07 Jul 2025
2ka29,2KA29,Rabu,Matematika Lanjut 2 **,6/7,J1515A,RIFKI KOSASIH,07 Jul 2025
2ka29,2KA29,Rabu,Sistem Basis Data 2 */**,8/9/10,J1515A,METTY MUSTIKASARI,07 Jul 2025
2ka29,2KA29,Sabtu,Pemrograman Berorientasi Objek,4/5/6,J1115A,CONDRO WIBAWA,07 Jul 2025
2ka30,2KA30,Rabu,Manajemen & SIM 2 *,1/2,J1419,YUTI DEWITA ARIMBI,07 Jul 2025
2ka30,2KA30,Rabu,Matematika Lanjut 2 **,3/4,J1419,RIFKI KOSASIH,07 Jul 2025
2ka30,2KA30,Rabu,Matematika Sistem Informasi 2,6/7,J1116,SIGIT MUHAMAD YAKUB,07 Jul 2025
2ka30,2KA30,Rabu,Sistem Basis Data 2 */**,8/9/10,J1116,RINA NOVIANA,07 Jul 2025
2ka30,2KA30,Kamis,Pengantar Akuntansi Keuangan,5/6/7,J1114,NURUL KHOTIMAH,07 Jul 2025
2ka30,2KA30,Kamis,Statistika **,8/9/10,J1114,KOMSI KORANTI,07 Jul 2025
2ka30,2KA30,Sabtu,Pemrograman Berorientasi Objek,1/2/3,J1311,ADHITIO SATYO BAYANGKARI KARNO,07 Jul 2025
2ka30,2KA30,Sabtu,Sistem Operasi **,4/5/6,J1311,ANNEKE ANNASSIA PUTRI SISWADI,07 Jul 2025
2ka31,2KA31,Senin,Matematika Lanjut 2 **,3/4,K291,NURMA NUGRAHA,07 Jul 2025
2ka31,2KA31,Senin,Sistem Operasi **,5/6/7,K262,MAULANA MUJAHIDIN,07 Jul 2025
2ka31,2KA31,Selasa,Manajemen & SIM 2 *,2/3,K156,DIANA IKASARI,07 Jul 2025
2ka31,2KA31,Selasa,Sistem Basis Data 2 */**,4/5/6,K163,META MEYSAWATI,07 Jul 2025
2ka31,2KA31,Rabu,Pengantar Akuntansi Keuangan,6/7/8,K163,NIAYAH ERWIN,07 Jul 2025
2ka31,2KA31,Jum'at,Matematika Sistem Informasi 2,3/4,K247,DEWI PUTRIE LESTARI,07 Jul 2025
2ka31,2KA31,Sabtu,Pemrograman Berorientasi Objek,1/2/3,K163,FITRIANINGSIH,07 Jul 2025
2ka31,2KA31,Sabtu,Statistika **,5/6/7,K255,RISKAYANTO,07 Jul 2025
2ka32,2KA32,Senin,Sistem Operasi **,1/2/3,K261,DEA ADLINA,07 Jul 2025
2ka32,2KA32,Senin,Pengantar Akuntansi Keuangan,4/5/6,K242,DANIEL DAMARIS NOVARIANTO SURYAJAYA,07 Jul 2025
2ka32,2KA32,Selasa,Sistem Basis Data 2 */**,1/2/3,K163,META MEYSAWATI,07 Jul 2025
2ka32,2KA32,Selasa,Manajemen & SIM 2 *,4/5,K156,DIANA IKASARI,07 Jul 2025
2ka32,2KA32,Rabu,Matematika Lanjut 2 **,1/2,K252,MARIA T A DEWI,07 Jul 2025
2ka32,2KA32,Rabu,Pemrograman Berorientasi Objek,3/4/5,K245,ROSDIANA,07 Jul 2025
2ka32,2KA32,Jum'at,Statistika **,1/2/3,K267,PENI SAWITRI,07 Jul 2025
2ka32,2KA32,Jum'at,Matematika Sistem Informasi 2,7/8,K268,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka33,2KA33,Senin,Pengantar Akuntansi Keuangan,1/2/3,K242,DANIEL DAMARIS NOVARIANTO SURYAJAYA,07 Jul 2025
2ka33,2KA33,Senin,Sistem Operasi **,5/6/7,K261,DEA ADLINA,07 Jul 2025
2ka33,2KA33,Rabu,Pemrograman Berorientasi Objek,1/2/3,K244,AMRIN FAKHRUDDIN JAUHARI,07 Jul 2025
2ka33,2KA33,Rabu,Matematika Lanjut 2 **,4/5,K252,MARIA T A DEWI,07 Jul 2025
2ka33,2KA33,Kamis,Manajemen & SIM 2 *,3/4,K292,SYARIFAH AZHARINA SYAFRUDIN,07 Jul 2025
2ka33,2KA33,Jum'at,Matematika Sistem Informasi 2,3/4,K268,RICKY AGUS TJIPTANATA,07 Jul 2025
2ka33,2KA33,Jum'at,Statistika **,6/7/8,K267,PENI SAWITRI,07 Jul 2025
